sample_idx,record_id,true_label,pred_label,drift_score,confidence,entropy,margin,policy_level,action,reason_code
2211,100,N,N,0.0,0.9607,0.1843,0.9265,normal,accept,NORMAL
2212,100,N,N,0.0,0.9408,0.2464,0.8866,normal,accept,NORMAL
2213,100,N,N,0.0,0.97,0.1532,0.9456,normal,accept,NORMAL
2214,100,N,N,0.0,0.9804,0.1121,0.967,normal,accept,NORMAL
2215,100,N,N,0.0,0.9877,0.0769,0.9797,normal,accept,NORMAL
2216,100,N,N,0.0,0.9588,0.1846,0.9206,normal,accept,NORMAL
2217,100,N,N,0.0,0.9687,0.1551,0.9416,normal,accept,NORMAL
2218,100,N,N,0.0,0.963,0.1833,0.935,normal,accept,NORMAL
2219,100,N,N,0.0,0.9725,0.1395,0.9485,normal,accept,NORMAL
2220,100,N,N,0.0,0.9778,0.1179,0.959,normal,accept,NORMAL
2221,100,N,N,0.0,0.9814,0.1027,0.9659,normal,accept,NORMAL
2222,100,N,N,0.0,0.915,0.348,0.8515,normal,accept,NORMAL
2223,100,N,N,0.0,0.9681,0.1587,0.9411,normal,accept,NORMAL
2224,100,N,N,0.0,0.9793,0.114,0.9636,normal,accept,NORMAL
2225,100,N,N,0.0,0.9199,0.3252,0.8553,normal,accept,NORMAL
2226,100,N,N,0.0,0.9816,0.1073,0.969,normal,accept,NORMAL
2227,100,N,N,0.0,0.9746,0.132,0.953,normal,accept,NORMAL
2228,100,N,N,0.0,0.9674,0.1642,0.9414,normal,accept,NORMAL
2229,100,N,N,0.0,0.9606,0.1878,0.9277,normal,accept,NORMAL
2230,100,N,N,0.0,0.9767,0.1283,0.96,normal,accept,NORMAL
2231,100,N,N,0.0,0.9702,0.1496,0.9445,normal,accept,NORMAL
2232,100,N,N,0.0,0.9628,0.1886,0.9434,normal,accept,NORMAL
2233,100,N,N,0.0,0.9663,0.171,0.9411,normal,accept,NORMAL
2234,100,N,N,0.0,0.9751,0.1375,0.9612,normal,accept,NORMAL
2235,100,N,N,0.0,0.9745,0.1346,0.9542,normal,accept,NORMAL
2236,100,N,N,0.0,0.9478,0.2341,0.9044,normal,accept,NORMAL
2237,100,N,N,0.0,0.9796,0.1135,0.9639,normal,accept,NORMAL
2238,100,N,N,0.0,0.9601,0.1916,0.9282,normal,accept,NORMAL
2239,100,N,N,0.0,0.975,0.1306,0.9544,normal,accept,NORMAL
2240,100,N,N,0.0,0.8401,0.5574,0.7466,normal,accept,NORMAL
2241,100,N,N,0.0,0.9684,0.1647,0.9477,normal,accept,NORMAL
2242,100,N,N,0.0,0.9817,0.1042,0.9675,normal,accept,NORMAL
2243,100,N,N,0.0,0.9772,0.1214,0.958,normal,accept,NORMAL
2244,100,N,N,0.0,0.9779,0.1204,0.96,normal,accept,NORMAL
2245,100,N,N,0.0,0.9214,0.3143,0.854,normal,accept,NORMAL
2246,100,N,N,0.0,0.9755,0.1259,0.9539,normal,accept,NORMAL
2247,100,N,N,0.0,0.9503,0.226,0.9097,normal,accept,NORMAL
2248,100,N,N,0.0,0.942,0.2556,0.895,normal,accept,NORMAL
2249,100,N,N,0.0,0.9812,0.1092,0.9718,normal,accept,NORMAL
2250,100,N,N,0.0,0.9945,0.0392,0.9918,normal,accept,NORMAL
2251,100,N,N,0.0,0.9765,0.1324,0.9632,normal,accept,NORMAL
2252,100,N,N,0.0,0.9957,0.0324,0.9937,normal,accept,NORMAL
2253,100,N,N,0.0,0.996,0.0303,0.9942,normal,accept,NORMAL
2254,100,N,N,0.0,0.9961,0.0299,0.9944,normal,accept,NORMAL
2255,100,N,N,0.0,0.9942,0.0412,0.9909,normal,accept,NORMAL
2256,100,N,N,0.0,0.9823,0.1019,0.9691,normal,accept,NORMAL
2257,100,N,N,0.0,0.9883,0.0714,0.9788,normal,accept,NORMAL
2258,100,N,N,0.0,0.9764,0.123,0.9559,normal,accept,NORMAL
2259,100,N,N,0.0,0.967,0.1648,0.9404,normal,accept,NORMAL
2260,100,N,N,0.0,0.9027,0.3955,0.853,normal,accept,NORMAL
2261,100,N,N,0.0,0.9883,0.0759,0.9829,normal,accept,NORMAL
2262,100,N,N,0.0,0.9874,0.0784,0.9788,normal,accept,NORMAL
2263,100,N,N,0.0,0.9642,0.1675,0.9315,normal,accept,NORMAL
2264,100,N,N,0.0,0.9833,0.0956,0.9699,normal,accept,NORMAL
2265,100,N,N,0.0,0.9808,0.1041,0.9639,normal,accept,NORMAL
2266,100,N,N,0.0,0.9232,0.2949,0.8519,normal,accept,NORMAL
2267,100,N,N,0.0,0.9822,0.1034,0.9696,normal,accept,NORMAL
2268,100,N,N,0.0,0.9931,0.0483,0.9891,normal,accept,NORMAL
2269,100,N,N,0.0,0.9847,0.0908,0.9732,normal,accept,NORMAL
2270,100,N,N,0.0,0.9896,0.0677,0.9839,normal,accept,NORMAL
2271,100,N,N,0.0,0.9833,0.0953,0.9706,normal,accept,NORMAL
2272,103,N,N,0.0,0.9285,0.276,0.8608,normal,accept,NORMAL
2273,103,N,N,0.0,0.9582,0.1906,0.9202,normal,accept,NORMAL
2274,103,N,N,0.0,0.9673,0.1574,0.9377,normal,accept,NORMAL
2275,103,N,N,0.0,0.9696,0.1497,0.9423,normal,accept,NORMAL
2276,103,N,N,0.0,0.9607,0.1813,0.925,normal,accept,NORMAL
2277,103,N,N,0.0,0.9318,0.2674,0.8676,normal,accept,NORMAL
2278,103,N,N,0.0,0.9537,0.2034,0.9111,normal,accept,NORMAL
2279,103,N,N,0.0,0.9607,0.1805,0.9248,normal,accept,NORMAL
2280,103,N,N,0.0,0.9513,0.2142,0.9073,normal,accept,NORMAL
2281,103,N,N,0.0,0.9678,0.1561,0.939,normal,accept,NORMAL
2282,103,N,N,0.0,0.9433,0.232,0.8895,normal,accept,NORMAL
2283,103,N,N,0.0,0.9505,0.2119,0.9043,normal,accept,NORMAL
2284,103,N,N,0.0,0.9414,0.2392,0.8864,normal,accept,NORMAL
2285,103,N,N,0.0,0.8736,0.4069,0.7525,normal,accept,NORMAL
2286,103,N,N,0.0,0.8971,0.3546,0.7987,normal,accept,NORMAL
2287,103,N,N,0.0,0.9766,0.1256,0.9579,normal,accept,NORMAL
2288,103,N,N,0.0,0.9319,0.2655,0.8672,normal,accept,NORMAL
2289,103,N,N,0.0,0.9216,0.2925,0.8466,normal,accept,NORMAL
2290,103,N,N,0.0,0.9517,0.2078,0.9066,normal,accept,NORMAL
2291,103,N,N,0.0,0.9527,0.2071,0.9093,normal,accept,NORMAL
2292,103,N,N,0.0,0.9515,0.2126,0.9075,normal,accept,NORMAL
2293,103,N,N,0.0,0.9611,0.1787,0.9255,normal,accept,NORMAL
2294,103,N,N,0.0,0.9673,0.1587,0.9383,normal,accept,NORMAL
2295,103,N,N,0.0,0.9725,0.1389,0.9484,normal,accept,NORMAL
2296,103,N,N,0.0,0.9563,0.1931,0.9155,normal,accept,NORMAL
2297,103,N,N,0.0,0.9399,0.2457,0.8839,normal,accept,NORMAL
2298,103,N,N,0.0,0.9695,0.1502,0.9423,normal,accept,NORMAL
2299,103,N,N,0.0,0.9541,0.2019,0.9119,normal,accept,NORMAL
2300,103,N,N,0.0,0.9612,0.1788,0.9259,normal,accept,NORMAL
2301,103,N,N,0.0,0.9751,0.1299,0.9536,normal,accept,NORMAL
2302,103,N,N,0.0,0.9669,0.1611,0.9377,normal,accept,NORMAL
2303,103,N,N,0.0,0.9533,0.2061,0.9105,normal,accept,NORMAL
2304,103,N,N,0.0,0.9436,0.2355,0.8913,normal,accept,NORMAL
2305,103,N,N,0.0,0.9309,0.2714,0.8662,normal,accept,NORMAL
2306,103,N,N,0.0,0.9568,0.1938,0.9174,normal,accept,NORMAL
2307,103,N,N,0.0,0.9296,0.2728,0.863,normal,accept,NORMAL
2308,103,N,N,0.0,0.965,0.1651,0.9332,normal,accept,NORMAL
2309,103,N,N,0.0,0.9688,0.1526,0.9407,normal,accept,NORMAL
2310,103,N,N,0.0,0.973,0.1363,0.949,normal,accept,NORMAL
2311,103,N,N,0.0,0.9673,0.1562,0.9375,normal,accept,NORMAL
2312,103,N,N,0.0,0.9561,0.1956,0.9159,normal,accept,NORMAL
2313,103,N,N,0.0,0.976,0.1249,0.9551,normal,accept,NORMAL
2314,103,N,N,0.0,0.9486,0.2188,0.9006,normal,accept,NORMAL
2315,103,N,N,0.0,0.9564,0.1952,0.9164,normal,accept,NORMAL
2316,103,N,N,0.0,0.9663,0.1622,0.936,normal,accept,NORMAL
2317,103,N,N,0.0,0.9764,0.123,0.9556,normal,accept,NORMAL
2318,103,N,N,0.0,0.971,0.1439,0.945,normal,accept,NORMAL
2319,103,N,N,0.0,0.9557,0.1975,0.9155,normal,accept,NORMAL
2320,103,N,N,0.0,0.9448,0.2312,0.8935,normal,accept,NORMAL
2321,103,N,N,0.0,0.973,0.1362,0.9489,normal,accept,NORMAL
2322,103,N,N,0.0,0.9593,0.1843,0.9218,normal,accept,NORMAL
2323,103,N,N,0.0,0.9741,0.1327,0.9515,normal,accept,NORMAL
2324,103,N,N,0.0,0.9749,0.1281,0.9526,normal,accept,NORMAL
2325,103,N,N,0.0,0.9633,0.1728,0.9306,normal,accept,NORMAL
2326,103,N,N,0.0,0.929,0.2751,0.8621,normal,accept,NORMAL
2327,103,N,N,0.0,0.9197,0.2979,0.843,normal,accept,NORMAL
2328,103,N,N,0.0,0.9487,0.2167,0.9004,normal,accept,NORMAL
2329,103,N,N,0.0,0.9558,0.1958,0.9149,normal,accept,NORMAL
2330,103,N,N,0.0,0.9675,0.1559,0.9381,normal,accept,NORMAL
2331,103,N,N,0.0,0.974,0.1327,0.951,normal,accept,NORMAL
2332,103,N,N,0.0,0.9746,0.131,0.9525,normal,accept,NORMAL
2333,103,N,N,0.0,0.9691,0.1495,0.9412,normal,accept,NORMAL
2334,103,N,N,0.0,0.9572,0.1912,0.9178,normal,accept,NORMAL
2335,103,N,N,0.0,0.9622,0.1746,0.9276,normal,accept,NORMAL
2336,103,N,N,0.0,0.9699,0.1467,0.9425,normal,accept,NORMAL
2337,103,N,N,0.0,0.9654,0.1639,0.9341,normal,accept,NORMAL
2338,103,N,N,0.0,0.9808,0.1059,0.9646,normal,accept,NORMAL
2339,103,N,N,0.0,0.977,0.1222,0.9573,normal,accept,NORMAL
2340,103,N,N,0.0,0.9339,0.2615,0.8717,normal,accept,NORMAL
2341,103,N,N,0.0,0.9303,0.2733,0.8648,normal,accept,NORMAL
2342,103,N,N,0.0,0.9547,0.1988,0.9125,normal,accept,NORMAL
2343,103,N,N,0.0,0.9661,0.1609,0.935,normal,accept,NORMAL
2344,103,N,N,0.0,0.9703,0.1462,0.9437,normal,accept,NORMAL
2345,103,N,N,0.0,0.9727,0.1373,0.9484,normal,accept,NORMAL
2346,103,N,N,0.0,0.9563,0.1948,0.916,normal,accept,NORMAL
2347,103,N,N,0.0,0.9611,0.1774,0.9251,normal,accept,NORMAL
2348,103,N,N,0.0,0.9663,0.1596,0.9356,normal,accept,NORMAL
2349,103,N,N,0.0,0.9632,0.1719,0.93,normal,accept,NORMAL
2350,103,N,N,0.0,0.9722,0.1387,0.9471,normal,accept,NORMAL
2351,103,N,N,0.0,0.9698,0.1493,0.9431,normal,accept,NORMAL
2352,103,N,N,0.0,0.96,0.1818,0.9232,normal,accept,NORMAL
2353,103,N,N,0.0,0.9742,0.1324,0.9516,normal,accept,NORMAL
2354,103,N,N,0.0,0.9605,0.1795,0.924,normal,accept,NORMAL
2355,103,N,N,0.0,0.9508,0.2121,0.9053,normal,accept,NORMAL
2356,103,N,N,0.0,0.9594,0.1841,0.9221,normal,accept,NORMAL
2357,103,N,N,0.0,0.952,0.2079,0.9072,normal,accept,NORMAL
2358,103,N,N,0.0,0.9665,0.16,0.9362,normal,accept,NORMAL
2359,103,N,N,0.0,0.9774,0.119,0.9575,normal,accept,NORMAL
2360,103,N,N,0.0,0.9305,0.2711,0.865,normal,accept,NORMAL
2361,103,N,N,0.0,0.9622,0.1765,0.9282,normal,accept,NORMAL
2362,103,N,N,0.0,0.9428,0.2362,0.8893,normal,accept,NORMAL
2363,103,N,N,0.0,0.9196,0.2974,0.8427,normal,accept,NORMAL
2364,103,N,N,0.0,0.9293,0.2749,0.8626,normal,accept,NORMAL
2365,103,N,N,0.0,0.9806,0.1057,0.9637,normal,accept,NORMAL
2366,103,N,N,0.0,0.9689,0.1511,0.9408,normal,accept,NORMAL
2367,103,N,N,0.0,0.9574,0.1893,0.9178,normal,accept,NORMAL
2368,103,N,N,0.0,0.9567,0.1924,0.9165,normal,accept,NORMAL
2369,103,N,N,0.0,0.9448,0.23,0.893,normal,accept,NORMAL
2370,103,N,N,0.0,0.9564,0.1949,0.9162,normal,accept,NORMAL
2371,103,N,N,0.0,0.9697,0.1485,0.9423,normal,accept,NORMAL
2372,103,N,N,0.0,0.9706,0.1442,0.9439,normal,accept,NORMAL
2373,103,N,N,0.0,0.9676,0.1575,0.9386,normal,accept,NORMAL
2374,103,N,N,0.0,0.9677,0.1569,0.9389,normal,accept,NORMAL
2375,103,N,N,0.0,0.9542,0.1998,0.9114,normal,accept,NORMAL
2376,103,N,N,0.0,0.9371,0.2538,0.8784,normal,accept,NORMAL
2377,103,N,N,0.0,0.9593,0.1846,0.922,normal,accept,NORMAL
2378,103,N,N,0.0,0.9667,0.1594,0.9366,normal,accept,NORMAL
2379,103,N,N,0.0,0.9391,0.2473,0.8819,normal,accept,NORMAL
2380,103,N,N,0.0,0.9203,0.298,0.8446,normal,accept,NORMAL
2381,103,N,N,0.0,0.9617,0.1756,0.9264,normal,accept,NORMAL
2382,103,N,N,0.0,0.945,0.2305,0.894,normal,accept,NORMAL
2383,103,N,N,0.0,0.9252,0.2861,0.8546,normal,accept,NORMAL
2384,103,N,N,0.0,0.9484,0.2195,0.9004,normal,accept,NORMAL
2385,103,N,N,0.0,0.9566,0.1943,0.9168,normal,accept,NORMAL
2386,103,N,N,0.0,0.9681,0.1554,0.9396,normal,accept,NORMAL
2387,103,N,N,0.0,0.9674,0.1578,0.9383,normal,accept,NORMAL
2388,103,N,N,0.0,0.9709,0.1446,0.945,normal,accept,NORMAL
2389,103,N,N,0.0,0.9601,0.182,0.9235,normal,accept,NORMAL
2390,103,N,N,0.0,0.9041,0.3382,0.8126,normal,accept,NORMAL
2391,103,N,N,0.0,0.9523,0.2072,0.9082,normal,accept,NORMAL
2392,103,N,N,0.0,0.9653,0.1647,0.9338,normal,accept,NORMAL
2393,103,N,N,0.0,0.9602,0.1813,0.9235,normal,accept,NORMAL
2394,103,N,N,0.0,0.9522,0.2084,0.9079,normal,accept,NORMAL
2395,103,N,N,0.0,0.9779,0.1169,0.9586,normal,accept,NORMAL
2396,103,N,N,0.0,0.9637,0.1686,0.9302,normal,accept,NORMAL
2397,103,N,N,0.0,0.9279,0.2776,0.8598,normal,accept,NORMAL
2398,103,N,N,0.0,0.9746,0.1321,0.9533,normal,accept,NORMAL
2399,103,N,N,0.0,0.9803,0.1072,0.9633,normal,accept,NORMAL
2400,103,N,N,0.0,0.9581,0.1867,0.919,normal,accept,NORMAL
2401,103,N,N,0.0,0.9524,0.2058,0.9079,normal,accept,NORMAL
2402,103,N,N,0.0,0.9535,0.2012,0.9099,normal,accept,NORMAL
2403,103,N,N,0.0,0.964,0.1684,0.9312,normal,accept,NORMAL
2404,103,N,N,0.0,0.9711,0.1442,0.9456,normal,accept,NORMAL
2405,103,N,N,0.0,0.9337,0.2621,0.8712,normal,accept,NORMAL
2406,103,N,N,0.0,0.9613,0.1792,0.9263,normal,accept,NORMAL
2407,103,N,N,0.0,0.9753,0.1274,0.9537,normal,accept,NORMAL
2408,103,N,N,0.0,0.9749,0.1281,0.9525,normal,accept,NORMAL
2409,103,N,N,0.0,0.9642,0.167,0.9312,normal,accept,NORMAL
2410,103,N,N,0.0,0.9345,0.2585,0.8725,normal,accept,NORMAL
2411,103,N,N,0.0,0.9458,0.2282,0.8955,normal,accept,NORMAL
2412,103,N,N,0.0,0.9537,0.2019,0.9107,normal,accept,NORMAL
2413,103,N,N,0.0,0.9378,0.2502,0.8792,normal,accept,NORMAL
2414,103,N,N,0.0,0.9723,0.1388,0.9475,normal,accept,NORMAL
2415,103,N,N,0.0,0.9827,0.0974,0.9682,normal,accept,NORMAL
2416,103,N,N,0.0,0.9765,0.1221,0.9556,normal,accept,NORMAL
2417,103,N,N,0.0,0.955,0.1977,0.9133,normal,accept,NORMAL
2418,103,N,N,0.0,0.9558,0.1961,0.915,normal,accept,NORMAL
2419,103,N,N,0.0,0.9721,0.1393,0.9473,normal,accept,NORMAL
2420,103,N,N,0.0,0.9541,0.2006,0.9115,normal,accept,NORMAL
2421,103,N,N,0.0,0.9769,0.1214,0.9567,normal,accept,NORMAL
2422,103,N,N,0.0,0.9806,0.1066,0.9641,normal,accept,NORMAL
2423,103,N,N,0.0,0.9712,0.1412,0.9449,normal,accept,NORMAL
2424,103,N,N,0.0,0.9653,0.164,0.9338,normal,accept,NORMAL
2425,103,N,N,0.0,0.9337,0.2612,0.871,normal,accept,NORMAL
2426,103,N,N,0.0,0.9683,0.1535,0.9396,normal,accept,NORMAL
2427,103,N,N,0.0,0.9798,0.1109,0.9633,normal,accept,NORMAL
2428,103,N,N,0.0,0.9593,0.1844,0.9219,normal,accept,NORMAL
2429,103,N,N,0.0,0.9649,0.1636,0.9326,normal,accept,NORMAL
2430,103,N,N,0.0,0.9697,0.1479,0.9422,normal,accept,NORMAL
2431,103,N,N,0.0,0.9705,0.1447,0.9437,normal,accept,NORMAL
2432,103,N,N,0.0,0.9667,0.1581,0.9364,normal,accept,NORMAL
2433,103,N,N,0.0,0.9479,0.2205,0.8993,normal,accept,NORMAL
2434,103,N,N,0.0,0.9589,0.1838,0.9204,normal,accept,NORMAL
2435,103,N,N,0.0,0.973,0.1359,0.949,normal,accept,NORMAL
2436,103,N,N,0.0,0.9683,0.1523,0.9392,normal,accept,NORMAL
2437,103,N,N,0.0,0.976,0.1242,0.9547,normal,accept,NORMAL
2438,103,N,N,0.0,0.9625,0.1738,0.9283,normal,accept,NORMAL
2439,103,N,N,0.0,0.9568,0.1919,0.9167,normal,accept,NORMAL
2440,103,N,N,0.0,0.9629,0.1722,0.9289,normal,accept,NORMAL
2441,103,N,N,0.0,0.9508,0.2125,0.9052,normal,accept,NORMAL
2442,103,N,N,0.0,0.9715,0.1405,0.9455,normal,accept,NORMAL
2443,103,N,N,0.0,0.9723,0.1398,0.9478,normal,accept,NORMAL
2444,103,N,N,0.0,0.9704,0.1452,0.9437,normal,accept,NORMAL
2445,103,N,N,0.0,0.9796,0.1099,0.9617,normal,accept,NORMAL
2446,103,N,N,0.0,0.9793,0.1111,0.9614,normal,accept,NORMAL
2447,103,N,N,0.0,0.9664,0.1604,0.9361,normal,accept,NORMAL
2448,103,N,N,0.0,0.9592,0.184,0.9217,normal,accept,NORMAL
2449,103,N,N,0.0,0.9775,0.1175,0.9575,normal,accept,NORMAL
2450,103,N,N,0.0,0.971,0.1425,0.9445,normal,accept,NORMAL
2451,103,N,N,0.0,0.9689,0.1508,0.9406,normal,accept,NORMAL
2452,103,N,N,0.0,0.9808,0.1044,0.964,normal,accept,NORMAL
2453,103,N,N,0.0,0.9795,0.1105,0.9617,normal,accept,NORMAL
2454,103,N,N,0.0,0.956,0.1959,0.9156,normal,accept,NORMAL
2455,103,N,N,0.0,0.9366,0.2556,0.8774,normal,accept,NORMAL
2456,103,N,N,0.0,0.9521,0.2086,0.9078,normal,accept,NORMAL
2457,103,N,N,0.0,0.9751,0.1272,0.9527,normal,accept,NORMAL
2458,103,N,N,0.0,0.9689,0.1496,0.9405,normal,accept,NORMAL
2459,103,N,N,0.0,0.9564,0.1935,0.9161,normal,accept,NORMAL
2460,103,N,N,0.0,0.9737,0.1346,0.9505,normal,accept,NORMAL
2461,103,N,N,0.0,0.9737,0.1333,0.9502,normal,accept,NORMAL
2462,103,N,N,0.0,0.9457,0.2297,0.8956,normal,accept,NORMAL
2463,103,N,N,0.0,0.8894,0.3718,0.7836,normal,accept,NORMAL
2464,103,N,N,0.0,0.9285,0.2762,0.8607,normal,accept,NORMAL
2465,103,N,N,0.0,0.9466,0.2267,0.8973,normal,accept,NORMAL
2466,103,N,N,0.0,0.9633,0.1743,0.931,normal,accept,NORMAL
2467,103,N,N,0.0,0.9488,0.2166,0.9007,normal,accept,NORMAL
2468,103,N,N,0.0,0.9349,0.2565,0.8731,normal,accept,NORMAL
2469,103,N,N,0.0,0.9307,0.2757,0.8667,normal,accept,NORMAL
2470,103,N,N,0.0,0.939,0.2482,0.8819,normal,accept,NORMAL
2471,103,N,N,0.0,0.9503,0.2148,0.9044,normal,accept,NORMAL
2472,103,N,N,0.0,0.9582,0.1923,0.9209,normal,accept,NORMAL
2473,103,N,N,0.0,0.9663,0.1616,0.9358,normal,accept,NORMAL
2474,103,N,N,0.0,0.9525,0.2088,0.9091,normal,accept,NORMAL
2475,103,N,N,0.0,0.9513,0.2109,0.9062,normal,accept,NORMAL
2476,103,N,N,0.0,0.9297,0.2738,0.8634,normal,accept,NORMAL
2477,103,N,N,0.0,0.958,0.1878,0.9189,normal,accept,NORMAL
2478,103,N,N,0.0,0.9634,0.1702,0.9297,normal,accept,NORMAL
2479,103,N,N,0.0,0.9783,0.1156,0.9595,normal,accept,NORMAL
2480,103,N,N,0.0,0.9636,0.1713,0.9308,normal,accept,NORMAL
2481,103,N,N,0.0,0.9463,0.2271,0.8967,normal,accept,NORMAL
2482,103,N,N,0.0,0.9445,0.234,0.8935,normal,accept,NORMAL
2483,103,N,N,0.0,0.9273,0.2816,0.8589,normal,accept,NORMAL
2484,103,N,N,0.0,0.9263,0.285,0.8571,normal,accept,NORMAL
2485,103,N,N,0.0,0.9584,0.1887,0.9202,normal,accept,NORMAL
2486,103,N,N,0.0,0.9602,0.1833,0.9241,normal,accept,NORMAL
2487,103,N,N,0.0,0.9744,0.1319,0.9521,normal,accept,NORMAL
2488,103,N,N,0.0,0.9509,0.2111,0.9051,normal,accept,NORMAL
2489,103,N,N,0.0,0.9505,0.2127,0.9043,normal,accept,NORMAL
2490,103,N,N,0.0,0.9481,0.2191,0.8994,normal,accept,NORMAL
2491,103,N,N,0.0,0.9408,0.2413,0.8853,normal,accept,NORMAL
2492,103,N,N,0.0,0.9691,0.1511,0.9415,normal,accept,NORMAL
2493,103,N,N,0.0,0.9673,0.159,0.9385,normal,accept,NORMAL
2494,103,N,N,0.0,0.9642,0.1674,0.9315,normal,accept,NORMAL
2495,103,N,N,0.0,0.9631,0.1714,0.9293,normal,accept,NORMAL
2496,103,N,N,0.0,0.906,0.3337,0.8164,normal,accept,NORMAL
2497,103,N,N,0.0,0.9268,0.2837,0.8581,normal,accept,NORMAL
2498,103,N,N,0.0,0.939,0.2498,0.8824,normal,accept,NORMAL
2499,103,N,N,0.0,0.9735,0.1358,0.9505,normal,accept,NORMAL
2500,103,N,N,0.0,0.9532,0.2059,0.9101,normal,accept,NORMAL
2501,103,N,N,0.0,0.9462,0.2268,0.8961,normal,accept,NORMAL
2502,103,N,N,0.0,0.9481,0.2207,0.8999,normal,accept,NORMAL
2503,103,N,N,0.0,0.9335,0.2637,0.8712,normal,accept,NORMAL
2504,103,N,N,0.0,0.9038,0.3426,0.8129,normal,accept,NORMAL
2505,103,N,N,0.0,0.9203,0.3032,0.846,normal,accept,NORMAL
2506,103,N,N,0.0,0.9461,0.2305,0.897,normal,accept,NORMAL
2507,103,N,N,0.0,0.9574,0.1928,0.9187,normal,accept,NORMAL
2508,103,N,N,0.0,0.9641,0.1698,0.9317,normal,accept,NORMAL
2509,103,N,N,0.0,0.9277,0.2808,0.8598,normal,accept,NORMAL
2510,103,N,N,0.0,0.9105,0.3244,0.8257,normal,accept,NORMAL
2511,103,N,N,0.0,0.9378,0.25,0.8792,normal,accept,NORMAL
2512,103,N,N,0.0,0.9616,0.1788,0.9269,normal,accept,NORMAL
2513,103,N,N,0.0,0.9639,0.1707,0.9315,normal,accept,NORMAL
2514,103,N,N,0.0,0.9571,0.1937,0.9179,normal,accept,NORMAL
2515,103,N,N,0.0,0.942,0.2405,0.8881,normal,accept,NORMAL
2516,103,N,N,0.0,0.9372,0.2536,0.8784,normal,accept,NORMAL
2517,103,N,N,0.0,0.9347,0.2616,0.8737,normal,accept,NORMAL
2518,103,N,N,0.0,0.9212,0.2946,0.8461,normal,accept,NORMAL
2519,103,N,N,0.0,0.9181,0.3073,0.8412,normal,accept,NORMAL
2520,103,N,N,0.0,0.9583,0.1876,0.9198,normal,accept,NORMAL
2521,103,N,N,0.0,0.97,0.1479,0.9431,normal,accept,NORMAL
2522,103,N,N,0.0,0.9618,0.1757,0.9268,normal,accept,NORMAL
2523,103,N,N,0.0,0.9553,0.196,0.9136,normal,accept,NORMAL
2524,103,N,N,0.0,0.9518,0.2083,0.907,normal,accept,NORMAL
2525,103,N,N,0.0,0.9412,0.2401,0.886,normal,accept,NORMAL
2526,103,N,N,0.0,0.9632,0.1704,0.9293,normal,accept,NORMAL
2527,103,N,N,0.0,0.9775,0.1193,0.9579,normal,accept,NORMAL
2528,103,N,N,0.0,0.9763,0.123,0.9555,normal,accept,NORMAL
2529,103,N,N,0.0,0.9664,0.1603,0.9359,normal,accept,NORMAL
2530,103,N,N,0.0,0.942,0.2378,0.8875,normal,accept,NORMAL
2531,103,N,N,0.0,0.9646,0.166,0.9322,normal,accept,NORMAL
2532,103,N,N,0.0,0.9662,0.1623,0.9361,normal,accept,NORMAL
2533,103,N,N,0.0,0.9516,0.2073,0.9062,normal,accept,NORMAL
2534,103,N,N,0.0,0.9474,0.2209,0.8979,normal,accept,NORMAL
2535,103,N,N,0.0,0.9726,0.1369,0.9481,normal,accept,NORMAL
2536,103,N,N,0.0,0.9732,0.1366,0.9501,normal,accept,NORMAL
2537,103,N,N,0.0,0.9656,0.1639,0.9348,normal,accept,NORMAL
2538,103,N,N,0.0,0.9343,0.2581,0.8716,normal,accept,NORMAL
2539,103,N,N,0.0,0.8909,0.3645,0.7855,normal,accept,NORMAL
2540,103,N,N,0.0,0.9409,0.2402,0.8851,normal,accept,NORMAL
2541,103,N,N,0.0,0.9391,0.2479,0.882,normal,accept,NORMAL
2542,103,N,N,0.0,0.971,0.1454,0.9455,normal,accept,NORMAL
2543,103,N,N,0.0,0.9638,0.1693,0.9307,normal,accept,NORMAL
2544,103,N,N,0.0,0.9751,0.1285,0.9532,normal,accept,NORMAL
2545,103,N,N,0.0,0.9689,0.151,0.941,normal,accept,NORMAL
2546,103,N,N,0.0,0.9531,0.2053,0.9098,normal,accept,NORMAL
2547,103,N,N,0.0,0.966,0.1607,0.9349,normal,accept,NORMAL
2548,103,N,N,0.0,0.9494,0.214,0.9016,normal,accept,NORMAL
2549,103,N,N,0.0,0.9747,0.1288,0.9519,normal,accept,NORMAL
2550,103,N,N,0.0,0.976,0.125,0.9548,normal,accept,NORMAL
2551,103,N,N,0.0,0.9741,0.1322,0.9513,normal,accept,NORMAL
2552,103,N,N,0.0,0.9575,0.1895,0.9181,normal,accept,NORMAL
2553,103,N,N,0.0,0.9478,0.2222,0.8993,normal,accept,NORMAL
2554,103,N,N,0.0,0.9476,0.2205,0.8985,normal,accept,NORMAL
2555,103,N,N,0.0,0.9669,0.1589,0.937,normal,accept,NORMAL
2556,103,N,N,0.0,0.9459,0.2272,0.8955,normal,accept,NORMAL
2557,103,N,N,0.0,0.9733,0.1371,0.9501,normal,accept,NORMAL
2558,103,N,N,0.0,0.9757,0.1263,0.9544,normal,accept,NORMAL
2559,103,N,N,0.0,0.9626,0.1724,0.928,normal,accept,NORMAL
2560,103,N,N,0.0,0.9645,0.1655,0.9317,normal,accept,NORMAL
2561,103,N,N,0.0,0.9514,0.2088,0.906,normal,accept,NORMAL
